nodeId:ID,:LABEL,name,ma_dieu,phien_ban,noi_dung
khainiem_datsudung,KhaiNiem,Đất sử dụng,,,
dieu_205_2013,DieuLuat,Điều 205. Giải quyết tố cáo về đất đai,205.0,2013.0,"Điều 205.

Giải quyết tố cáo về đất đai
1. Cá nhân có quyền tố cáo vi phạm pháp luật về quản lý và sử dụng đất đai.
2. Việc giải quyết tố cáo vi phạm pháp luật về quản lý và sử dụng đất đai thực hiện theo quy định của pháp luật về tố cáo."
khainiem_viemphapluat,KhaiNiem,Vi phạm pháp luật,,,
dieu_175_2013,DieuLuat,"Điều 175. Quyền và nghĩa vụ của tổ chức kinh tế, tổ chức sự nghiệp công lập sử dụng đất thuê trả tiền thuê đất hàng năm",175.0,2013.0,"Điều 175.

Quyền và nghĩa vụ của tổ chức kinh tế, tổ chức sự nghiệp công lập sử dụng đất thuê trả
tiền thuê đất hàng năm
1. Tổ chức kinh tế, tổ chức sự nghiệp công lập được Nhà nước cho thuê đất thu tiền thuê đất hàng năm
có các quyền và nghĩa vụ sau đây:
a) Quyền và nghĩa vụ chung quy định tại  Điều 166 và Điều 170 của Luật này ;
b) Thế chấp tài sản thuộc sở hữu của mình gắn liền với đất thuê tại các tổ chức tín dụng được phép
hoạt động tại Việt Nam;
c) Bán tài sản thuộc sở hữu của mình gắn liền với đất thuê khi có đủ điều kiện quy định tại Điều 189
của Luật này; người mua tài sản được Nhà nước tiếp tục cho thuê đất theo mục đích đã được xác định;
d) Góp vốn bằng tài sản thuộc sở hữu của mình gắn liền với đất thuê; người nhận góp vốn bằng tài sản
được Nhà nước tiếp tục cho thuê đất theo mục đích đã được xác định;
đ) Cho thuê lại quyền sử dụng đất theo hình thức trả tiền thuê đất hàng năm đối với đất đã được xây
dựng xong kết cấu hạ tầng trong trường hợp được phép đầu tư xây dựng kinh doanh kết cấu hạ tầng
đối với đất khu công nghiệp, cụm công nghiệp, khu chế xuất, khu công nghệ cao, khu kinh tế.
2. Tổ chức kinh tế, tổ chức sự nghiệp công lập sử dụng đất thuê của tổ chức, hộ gia đình, cá nhân ngoài
khu công nghiệp, cụm công nghiệp, khu chế xuất thì có các quyền và nghĩa vụ theo quy định của pháp
luật về dân sự."
chuthe_tochucsunghiepconglap,ChuThe,Tổ chức sự nghiệp công lập,,,
hanhviphaply_thuesudungdat,HanhViPhapLy,Sử dụng đất thuê trả tiền thuê đất hàng năm,,,
dieu_166_2013,DieuLuat,Điều 166,166.0,2013.0,
dieu_170_2013,DieuLuat,Điều 170,170.0,2013.0,
hanhviphaply_thechaptaisanganlienvoithuedat,HanhViPhapLy,Thế chấp tài sản thuộc sở hữu của mình gắn liền với đất thuê,,,
hanhviphaply_bantaisanganlienvoithuedat,HanhViPhapLy,Bán tài sản thuộc sở hữu của mình gắn liền với đất thuê,,,
hanhviphaply_gopvontaisanganlienvoithuedat,HanhViPhapLy,Góp vốn bằng tài sản thuộc sở hữu của mình gắn liền với đất thuê,,,
hanhviphaply_chothuelaisudungdat,HanhViPhapLy,Cho thuê lại quyền sử dụng đất,,,
khainiem_phapluatdansu,KhaiNiem,Pháp luật về dân sự,,,
dieu_43_2013,DieuLuat,"Điều 43. Lấy ý kiến về quy hoạch, kế hoạch sử dụng đất",43.0,2013.0,"Điều 43.

Lấy ý kiến về quy hoạch, kế hoạch sử dụng đất
1. Cơ quan tổ chức lập quy hoạch, kế hoạch sử dụng đất quy định tại  khoản 1 và khoản 2 Điều 42 của
Luật này  có trách nhiệm tổ chức lấy ý kiến đóng góp của nhân dân về quy hoạch, kế hoạch sử dụng đất.
2. Hình thức, nội dung và thời gian lấy ý kiến nhân dân về quy hoạch, kế hoạch sử dụng đất được thực
hiện theo quy định sau đây:
a) Việc lấy ý kiến đóng góp của nhân dân về quy hoạch, kế hoạch sử dụng đất cấp quốc gia, cấp tỉnh
được thực hiện thông qua hình thức công khai thông tin về nội dung của quy hoạch, kế hoạch sử dụng
đất trên trang thông tin điện tử của Bộ Tài nguyên và Môi trường, Ủy ban nhân dân cấp tỉnh; việc lấy ý
kiến đóng góp của nhân dân về quy hoạch, kế hoạch sử dụng đất cấp huyện được thực hiện thông qua
hình thức tổ chức hội nghị, lấy ý kiến trực tiếp và công khai thông tin về nội dung của quy hoạch, kế
hoạch sử dụng đất trên trang thông tin điện tử của Ủy ban nhân dân cấp tỉnh và Ủy ban nhân dân cấp
huyện;
b) Nội dung lấy ý kiến nhân dân về quy hoạch, kế hoạch sử dụng đất gồm các chỉ tiêu quy hoạch, kế
hoạch sử dụng đất, các dự án công trình thực hiện trong kỳ quy hoạch, kế hoạch sử dụng đất;
c) Thời gian lấy ý kiến về quy hoạch, kế hoạch sử dụng đất là 30 ngày kể từ ngày cơ quan nhà nước có
thẩm quyền quyết định tổ chức lấy ý kiến.
3. Cơ quan có trách nhiệm lấy ý kiến về quy hoạch, kế hoạch sử dụng đất quy định tại khoản 1 Điều
này có trách nhiệm xây dựng báo cáo tổng hợp, tiếp thu, giải trình ý kiến của nhân dân và hoàn thiện
phương án quy hoạch, kế hoạch sử dụng đất trước khi trình Hội đồng thẩm định quy hoạch, kế hoạch
sử dụng đất.
4. Đối với quy hoạch, kế hoạch sử dụng đất quốc phòng, an ninh, Bộ Quốc phòng, Bộ Công an có trách
nhiệm lấy ý kiến Ủy ban nhân dân cấp tỉnh trong quá trình tổ chức lập quy hoạch, kế hoạch sử dụng
đất.
5. Chính phủ quy định chi tiết Điều này ."
chuthe_nhandan,ChuThe,Nhân dân,,,
chuthe_cobantochuc,ChuThe,Cơ quan tổ chức,,,
dieu_26_2013,DieuLuat,Điều 26. Bảo đảm của Nhà nước đối với người sử dụng đất,26.0,2013.0,"Điều 26.

Bảo đảm của Nhà nước đối với người sử dụng đất
1. Bảo hộ quyền sử dụng đất và tài sản gắn liền với đất hợp pháp của người sử dụng đất.
2. Cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu nhà ở và tài sản khác gắn liền với đất cho
người sử dụng đất khi có đủ điều kiện theo quy định của pháp luật.
3. Khi Nhà nước thu hồi đất vì mục đích quốc phòng, an ninh; phát triển kinh tế - xã hội vì lợi ích quốc
gia, công cộng thì người sử dụng đất được Nhà nước bồi thường, hỗ trợ, tái định cư theo quy định của
pháp luật.
4. Có chính sách tạo điều kiện cho người trực tiếp sản xuất nông nghiệp, lâm nghiệp, nuôi trồng thủy
sản, làm muối không có đất sản xuất do quá trình chuyển đổi cơ cấu sử dụng đất và chuyển đổi cơ cấu
kinh tế được đào tạo nghề, chuyển đổi nghề và tìm kiếm việc làm.
5. Nhà nước không thừa nhận việc đòi lại đất đã được giao theo quy định của Nhà nước cho người khác
sử dụng trong quá trình thực hiện chính sách đất đai của Nhà nước Việt Nam dân chủ cộng hòa, Chính
phủ Cách mạng lâm thời Cộng hòa miền Nam Việt Nam và Nhà nước Cộng hòa xã hội chủ nghĩa Việt
Nam."
hanhviphaply_baohopquyensudungdat,HanhViPhapLy,Bảo hộ quyền sử dụng đất,,,
hanhviphaply_nhanuocboiduong,HanhViPhapLy,Nhà nước bồi thường,,,
hanhviphaply_taodieu,HanhViPhapLy,Tạo điều kiện,,,
dieu_95_2013,DieuLuat,"Điều 95. Đăng ký đất đai, nhà ở và tài sản khác gắn liền với đất",95.0,2013.0,"Điều 95.

Đăng ký đất đai, nhà ở và tài sản khác gắn liền với đất
1. Đăng ký đất đai là bắt buộc đối với người sử dụng đất và người được giao đất để quản lý; đăng ký
quyền sở hữu nhà ở và tài sản khác gắn liền với đất thực hiện theo yêu cầu của chủ sở hữu.
2. Đăng ký đất đai, nhà ở và tài sản khác gắn liền với đất gồm đăng ký lần đầu và đăng ký biến động,
được thực hiện tại tổ chức đăng ký đất đai thuộc cơ quan quản lý đất đai, bằng hình thức đăng ký trên
giấy hoặc đăng ký điện tử và có giá trị pháp lý như nhau.
3. Đăng ký lần đầu được thực hiện trong các trường hợp sau đây:
a) Thửa đất được giao, cho thuê để sử dụng;
b) Thửa đất đang sử dụng mà chưa đăng ký;
c) Thửa đất được giao để quản lý mà chưa đăng ký;
d) Nhà ở và tài sản khác gắn liền với đất chưa đăng ký.
4. Đăng ký biến động được thực hiện đối với trường hợp đã được cấp Giấy chứng nhận hoặc đã đăng
ký mà có thay đổi sau đây:
a) Người sử dụng đất, chủ sở hữu tài sản gắn liền với đất thực hiện các quyền chuyển đổi, chuyển
nhượng, cho thuê, cho thuê lại, thừa kế, tặng cho quyền sử dụng đất, tài sản gắn liền với đất; thế chấp,
góp vốn bằng quyền sử dụng đất, tài sản gắn liền với đất;
b) Người sử dụng đất, chủ sở hữu tài sản gắn liền với đất được phép đổi tên;
c) Có thay đổi về hình dạng, kích thước, diện tích, số hiệu, địa chỉ thửa đất;
d) Có thay đổi về tài sản gắn liền với đất so với nội dung đã đăng ký;
đ) Chuyển mục đích sử dụng đất;
e) Có thay đổi thời hạn sử dụng đất;
g) Chuyển từ hình thức Nhà nước cho thuê đất thu tiền thuê đất hàng năm sang hình thức thuê đất thu
tiền một lần cho cả thời gian thuê; từ hình thức Nhà nước giao đất không thu tiền sử dụng đất sang
hình thức thuê đất; từ thuê đất sang giao đất có thu tiền sử dụng đất theo quy định của Luật này .
h) Chuyển quyền sử dụng đất, quyền sở hữu nhà ở và tài sản khác gắn liền với đất của vợ hoặc của
chồng thành quyền sử dụng đất chung, quyền sở hữu tài sản chung của vợ và chồng;
i) Chia tách quyền sử dụng đất, quyền sở hữu nhà ở và tài sản khác gắn liền với đất của tổ chức hoặc
của hộ gia đình hoặc của vợ và chồng hoặc của nhóm người sử dụng đất chung, nhóm chủ sở hữu tài
sản chung gắn liền với đất;
k) Thay đổi quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất theo kết quả hòa giải thành về
tranh chấp đất đai được Ủy ban nhân dân cấp có thẩm quyền công nhận; thỏa thuận trong hợp đồng thế about:blank
chấp để xử lý nợ; quyết định của cơ quan nhà nước có thẩm quyền về giải quyết tranh chấp đất đai,
khiếu nại, tố cáo về đất đai, quyết định hoặc bản án của Tòa án nhân dân, quyết định thi hành án của cơ
quan thi hành án đã được thi hành; văn bản công nhận kết quả đấu giá quyền sử dụng đất phù hợp với
pháp luật;
l) Xác lập, thay đổi hoặc chấm dứt quyền sử dụng hạn chế thửa đất liền kề;
m) Có thay đổi về những hạn chế quyền của người sử dụng đất.
5. Người sử dụng đất, chủ sở hữu tài sản gắn liền với đất đã kê khai đăng ký được ghi vào Sổ địa
chính, được cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu nhà ở và tài sản khác gắn liền với
đất nếu có nhu cầu và có đủ điều kiện theo quy định của Luật này và quy định khác của pháp luật có
liên quan; trường hợp đăng ký biến động đất đai thì người sử dụng đất được cấp Giấy chứng nhận
quyền sử dụng đất, quyền sở hữu nhà ở và tài sản khác gắn liền với đất hoặc chứng nhận biến động
vào Giấy chứng nhận đã cấp.
Trường hợp đăng ký lần đầu mà không đủ điều kiện cấp Giấy chứng nhận quyền sử dụng đất, quyền
sở hữu nhà ở và tài sản khác gắn liền với đất thì người đang sử dụng đất được tạm thời sử dụng đất
cho đến khi Nhà nước có quyết định xử lý theo quy định của Chính phủ.
6. Các trường hợp đăng ký biến động quy định tại các điểm a, b, h, i, k và l khoản 4 Điều này thì trong
thời hạn không quá 30 ngày , kể từ ngày có biến động, người sử dụng đất phải thực hiện thủ tục đăng ký
biến động; trường hợp thừa kế quyền sử dụng đất thì thời hạn đăng ký biến động được tính từ ngày
phân chia xong quyền sử dụng đất là di sản thừa kế.
7. Việc đăng ký đất đai, tài sản gắn liền với đất có hiệu lực kể từ thời điểm đăng ký vào Sổ địa chính."
chuthe_chuso_huu,ChuThe,Chủ sở hữu,,,
khainiem_dangkydatdailandau,KhaiNiem,Đăng ký lần đầu,,,
khainiem_dangkydatdaibiendong,KhaiNiem,Đăng ký biến động,,,
chuthe_vochong,ChuThe,Vợ và chồng,,,
chuthe_nhomnguoisudungdatchung,ChuThe,Nhóm người sử dụng đất chung,,,
dieu_104_2013,DieuLuat,Điều 104,104.0,2013.0,"Điều 104.

Cấp Giấy chứng nhận đối với tài sản gắn liền với đất about:blank
. Tài sản gắn liền với đất được cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu nhà ở và tài
sản khác gắn liền với đất bao gồm nhà ở, công trình xây dựng khác, rừng sản xuất là rừng trồng và cây
lâu năm có tại thời điểm cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu nhà ở và tài sản khác
gắn liền với đất.
2. Việc cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu nhà ở và tài sản khác gắn liền với đất
đối với tài sản gắn liền với đất thực hiện theo quy định của Chính phủ."
khainiem_congtrinhxaydungkhac,KhaiNiem,công trình xây dựng khác,,,
khainiem_rungsanxuatlarungtrong,KhaiNiem,rừng sản xuất là rừng trồng,,,
khainiem_caylaunam,KhaiNiem,cây lâu năm,,,
dieu_48_2013,DieuLuat,"Điều 48. Công bố công khai quy hoạch, kế hoạch sử dụng đất",48.0,2013.0,"Điều 48.

Công bố công khai quy hoạch, kế hoạch sử dụng đất
1. Quy hoạch, kế hoạch sử dụng đất cấp quốc gia, cấp tỉnh, cấp huyện sau khi được cơ quan nhà nước
có thẩm quyền quyết định, phê duyệt phải được công bố công khai.
2. Trách nhiệm công bố công khai quy hoạch, kế hoạch sử dụng đất được quy định như sau:
a) Bộ Tài nguyên và Môi trường có trách nhiệm công bố công khai quy hoạch, kế hoạch sử dụng đất
cấp quốc gia tại trụ sở cơ quan và trên cổng thông tin điện tử của Bộ Tài nguyên và Môi trường;
b) Ủy ban nhân dân cấp tỉnh có trách nhiệm công bố công khai quy hoạch, kế hoạch sử dụng đất cấp
tỉnh tại trụ sở cơ quan và trên cổng thông tin điện tử của Ủy ban nhân dân cấp tỉnh;
c) Ủy ban nhân dân cấp huyện có trách nhiệm công bố công khai quy hoạch, kế hoạch sử dụng đất cấp
huyện tại trụ sở cơ quan, trên cổng thông tin điện tử của Ủy ban nhân dân cấp huyện và công bố công
khai nội dung quy hoạch, kế hoạch sử dụng đất cấp huyện có liên quan đến xã, phường, thị trấn tại trụ
sở Ủy ban nhân dân cấp xã.
3. Thời điểm, thời hạn công bố công khai quy hoạch, kế hoạch sử dụng đất theo quy định sau đây:
a) Việc công bố công khai được thực hiện trong thời hạn 30 ngày kể từ ngày được cơ quan nhà nước có
thẩm quyền quyết định, phê duyệt;
b) Việc công khai được thực hiện trong suốt kỳ quy hoạch, kế hoạch sử dụng đất."
khainiem_quydinhkehoachsudungdat,KhaiNiem,"Quy hoạch, kế hoạch sử dụng đất",,,
dieu_81_2013,DieuLuat,"Điều 81. Bồi thường về đất, chi phí đầu tư vào đất còn lại khi Nhà nước thu hồi đất phi nông nghiệp không phải là đất ở của tổ chức kinh tế, tổ chức sự nghiệp công lập tự chủ tài chính, cộng đồng dân cư, cơ sở tôn giáo, tín ngưỡng, người Việt Nam định cư ở nước ngoài, tổ chức nước ngoài có chức năng ngoại giao, doanh nghiệp có vốn đầu tư nước ngoài",81.0,2013.0,"Điều 81.

Bồi thường về đất, chi phí đầu tư vào đất còn lại khi Nhà nước thu hồi đất phi nông nghiệp không phải là đất ở của tổ chức kinh tế, tổ chức sự nghiệp công lập tự chủ tài chính, cộng đồng dân cư, cơ sở tôn giáo, tín ngưỡng, người Việt Nam định cư ở nước ngoài, tổ chức nước ngoài có chức năng ngoại giao, doanh nghiệp có vốn đầu tư nước ngoài
1. Tổ chức kinh tế, người Việt Nam định cư ở nước ngoài đang sử dụng đất phi nông nghiệp không phải là đất ở, đất nghĩa trang, nghĩa địa, khi Nhà nước thu hồi đất, nếu có đủ điều kiện được bồi thường quy định tại  Điều 75 của Luật này  thì được bồi thường bằng đất có cùng mục đích sử dụng;
trường hợp không có đất để bồi thường thì được bồi thường bằng tiền theo thời hạn sử dụng đất còn lại.
2. Tổ chức kinh tế đang sử dụng đất được Nhà nước giao đất để làm nghĩa trang, nghĩa địa quy định tại
khoản 4 Điều 55 của Luật này ; doanh nghiệp liên doanh sử dụng đất phi nông nghiệp không phải là đất
ở do nhận góp vốn bằng quyền sử dụng đất quy định tại  Điều 184 của Luật này , khi Nhà nước thu hồi
đất thì được bồi thường về đất theo quy định của Chính phủ.
3. Tổ chức kinh tế, tổ chức sự nghiệp công lập tự chủ tài chính, người Việt Nam định cư ở nước ngoài,
tổ chức nước ngoài có chức năng ngoại giao, doanh nghiệp có vốn đầu tư nước ngoài đang sử dụng đất
phi nông nghiệp được Nhà nước cho thuê đất trả tiền thuê đất một lần cho cả thời gian thuê, khi Nhà
nước thu hồi đất nếu đủ điều kiện được bồi thường quy định tại  Điều 75 của Luật này  thì được bồi
thường về đất theo thời hạn sử dụng đất còn lại. about:blank
. Tổ chức kinh tế, tổ chức sự nghiệp công lập tự chủ tài chính, người Việt Nam định cư ở nước ngoài,
tổ chức nước ngoài có chức năng ngoại giao, doanh nghiệp có vốn đầu tư nước ngoài đang sử dụng đất
phi nông nghiệp được Nhà nước cho thuê đất trả tiền thuê đất hàng năm, khi Nhà nước thu hồi đất thì
được bồi thường chi phí đầu tư vào đất còn lại.
5. Cộng đồng dân cư, cơ sở tôn giáo, tín ngưỡng đang sử dụng đất phi nông nghiệp, khi Nhà nước thu
hồi đất mà có đủ điều kiện được bồi thường quy định tại  Điều 75 của Luật này  thì được bồi thường về
đất theo quy định của Chính phủ."
chuthe_tochucsunghiepconglaptutuchinh,ChuThe,Tổ chức sự nghiệp công lập tự chủ tài chính,,,
chuthe_tinnguong,ChuThe,Tín ngưỡng,,,
dieu_32_2013,DieuLuat,"Điều 32. Hoạt động điều tra, đánh giá đất đai",32.0,2013.0,"Điều 32.

Hoạt động điều tra, đánh giá đất đai
1. Điều tra, đánh giá đất đai bao gồm các hoạt động sau đây:
a) Điều tra, đánh giá về chất lượng đất, tiềm năng đất đai;
b) Điều tra, đánh giá thoái hóa đất, ô nhiễm đất;
c) Điều tra, phân hạng đất nông nghiệp;
d) Thống kê, kiểm kê đất đai;
đ) Điều tra, thống kê giá đất; theo dõi biến động giá đất;
e) Xây dựng và duy trì hệ thống quan trắc giám sát tài nguyên đất.
2. Điều tra, đánh giá đất đai bao gồm các nội dung sau đây:
a) Lấy mẫu, phân tích, thống kê số liệu quan trắc đất đai;
b) Xây dựng bản đồ về chất lượng đất, tiềm năng đất đai, thoái hóa đất, ô nhiễm đất, phân hạng đất
nông nghiệp, giá đất;
c) Xây dựng báo cáo đánh giá về chất lượng đất, tiềm năng đất đai, thoái hóa đất, ô nhiễm đất, phân
hạng đất nông nghiệp, giá đất;
d) Xây dựng báo cáo thống kê, kiểm kê đất đai, lập bản đồ hiện trạng sử dụng đất, báo cáo về giá đất
và biến động giá đất."
hanhviphaply_dieutradanhgiadatdai,HanhViPhapLy,"Điều tra, đánh giá đất đai",,,
hanhviphaply_dieutravechatluongdat,HanhViPhapLy,"Điều tra, đánh giá về chất lượng đất",,,
hanhviphaply_dieutravetiemnangdatdai,HanhViPhapLy,"Điều tra, đánh giá về tiềm năng đất đai",,,
hanhviphaply_dieutrathoaihoadat,HanhViPhapLy,"Điều tra, đánh giá thoái hóa đất",,,
hanhviphaply_dieuotnhiemdat,HanhViPhapLy,"Điều tra, đánh giá ô nhiễm đất",,,
hanhviphaply_dieutraphanhangdatnongnghiep,HanhViPhapLy,"Điều tra, phân hạng đất nông nghiệp",,,
hanhviphaply_thongkekiemkedatdai,HanhViPhapLy,"Thống kê, kiểm kê đất đai",,,
hanhviphaply_dieutrathongkegiadat,HanhViPhapLy,"Điều tra, thống kê giá đất",,,
hanhviphaply_theodoibiendonggiadat,HanhViPhapLy,Theo dõi biến động giá đất,,,
hanhviphaply_xaydungvaduytrihethongquantrac,HanhViPhapLy,Xây dựng và duy trì hệ thống quan trắc giám sát tài nguyên đất,,,
dieu_125_2013,DieuLuat,Điều 125. Đất sử dụng ổn định lâu dài,125.0,2013.0,"Điều 125.

Đất sử dụng ổn định lâu dài
Người sử dụng đất được sử dụng đất ổn định lâu dài trong các trường hợp sau đây:
1. Đất ở do hộ gia đình, cá nhân sử dụng;
2. Đất nông nghiệp do cộng đồng dân cư sử dụng quy định tại  khoản 3 Điều 131 của Luật này ;
3. Đất rừng phòng hộ, đất rừng đặc dụng, đất rừng sản xuất là rừng tự nhiên;
4. Đất thương mại, dịch vụ, đất cơ sở sản xuất phi nông nghiệp của hộ gia đình, cá nhân đang sử dụng
ổn định mà không phải là đất được Nhà nước giao có thời hạn, cho thuê;
5. Đất xây dựng trụ sở cơ quan quy định tại  khoản 1 Điều 147 của Luật này ; đất xây dựng công trình sự
nghiệp của tổ chức sự nghiệp công lập chưa tự chủ tài chính quy định tại  khoản 2 Điều 147 của Luật
này;
6. Đất sử dụng vào mục đích quốc phòng, an ninh;
7. Đất cơ sở tôn giáo quy định tại  Điều 159 của Luật này ;
8. Đất tín ngưỡng;
9. Đất giao thông, thủy lợi, đất có di tích lịch sử - văn hóa, danh lam thắng cảnh, đất xây dựng các công
trình công cộng khác không có mục đích kinh doanh;
10. Đất làm nghĩa trang, nghĩa địa;
11. Đất tổ chức kinh tế sử dụng quy định tại  khoản 3 Điều 127 và khoản 2 Điều 128 của Luật này ."
khainiem_datsudungondinhlaudai,KhaiNiem,Đất sử dụng ổn định lâu dài,,,
khainiem_datsudungvaomucdichquocphonganinh,KhaiNiem,"Đất sử dụng vào mục đích quốc phòng, an ninh",,,
khainiem_dattinn_nguong,KhaiNiem,Đất tín ngưỡng,,,
khainiem_datgiaothongthuyloi,KhaiNiem,"Đất giao thông, thủy lợi",,,
khainiem_datcoditichlichsuvanhoadanhlamthangcanh,KhaiNiem,"Đất có di tích lịch sử - văn hóa, danh lam thắng cảnh",,,
khainiem_datxaydungcaccongtrinhcongcongkhac,KhaiNiem,Đất xây dựng các công trình công cộng khác,,,
khainiem_datlamnghiatrangnghiadia,KhaiNiem,"Đất làm nghĩa trang, nghĩa địa",,,
