id,label,name
dieukien_hanmucgiaodat,DieuKien,hạn mức giao đất quy định tại Điều 176 của Luật này
khainiem_hanmucgiaodato,KhaiNiem,hạn mức giao đất ở
khainiem_hanmucnhanchuyenquyen,KhaiNiem,Hạn mức nhận chuyển quyền sử dụng đất nông nghiệp
khainiem_hanmucnhanchuyenquyensudungdatnongnghiep,KhaiNiem,hạn mức nhận chuyển quyền sử dụng đất nông nghiệp
khainiem_hanmucsudungdat,KhaiNiem,hạn mức sử dụng đất
khainiem_hethongdanchuaxangdaukhidot,KhaiNiem,"hệ thống dẫn, chứa xăng dầu, khí đốt"
khainiem_hethongmaymoc,KhaiNiem,"hệ thống máy móc, dây chuyền sản xuất"
khainiem_hethongphanmemhedieuhanh,KhaiNiem,"Hệ thống phần mềm hệ điều hành, phần mềm hệ thống và phần mềm ứng dụng"
khainiem_hethongquyhoachquocgia,KhaiNiem,Hệ thống quy hoạch quốc gia
khainiem_hethongquydinhkehoachsudungdat,KhaiNiem,"Hệ thống quy hoạch, kế hoạch sử dụng đất"
khainiem_hethongquyhoachkehoachsudungdat,KhaiNiem,"Hệ thống quy hoạch, kế hoạch sử dụng đất"
khainiem_hethongtheodoivaocdanhgia,KhaiNiem,Hệ thống theo dõi và đánh giá đối với quản lý và sử dụng đất đai
khainiem_hethongtheodoivađanhgia,KhaiNiem,"Hệ thống theo dõi và đánh giá đối với việc quản lý, sử dụng đất đai"
khainiem_hethongthongtinquocgiadatdai,KhaiNiem,Hệ thống thông tin quốc gia về đất đai
khainiem_hethongthongtin,KhaiNiem,Hệ thống thông tin quốc gia về đất đai
khainiem_hethongthongtinquocgiavedatdai,KhaiNiem,Hệ thống thông tin quốc gia về đất đai
khainiem_hethongthongtinquocgia,KhaiNiem,Hệ thống thông tin quốc gia về đất đai
khainiem_hethongthongtindatdai,KhaiNiem,hệ thống thông tin đất đai
khainiem_hethongtochuccoquanquanlydatdai,KhaiNiem,Hệ thống tổ chức cơ quan quản lý đất đai
khainiem_hosodiachinh,KhaiNiem,Hồ sơ địa chính
khainiem_hosođiachtinh,KhaiNiem,Hồ sơ địa chính
khainiem_hosođghc,KhaiNiem,Hồ sơ địa giới hành chính
hanhviphaply_hotro,HanhViPhapLy,Hỗ trợ
khainiem_hotro,KhaiNiem,Hỗ trợ
hanhviphaply_hotrodidoivatnuoi,HanhViPhapLy,Hỗ trợ di dời vật nuôi
khainiem_hotrokhiNhannuocthuhoidat,KhaiNiem,Hỗ trợ khi Nhà nước thu hồi đất
khainiem_hotrokhiNhanuocthuhoidat,KhaiNiem,Hỗ trợ khi Nhà nước thu hồi đất
khainiem_hotrokhac,KhaiNiem,Hỗ trợ khác
hanhviphaply_hotrotaidinhcu,HanhViPhapLy,Hỗ trợ tái định cư
khainiem_hotrotaidinhcu,KhaiNiem,Hỗ trợ tái định cư
hanhviphaply_hotrodaotaochuyendoingevatimkiemvieclam,HanhViPhapLy,"Hỗ trợ đào tạo, chuyển đổi nghề và tìm kiếm việc làm"
khainiem_hotrodaotaochuyendoingevatimkiemvieclam,KhaiNiem,"Hỗ trợ đào tạo, chuyển đổi nghề và tìm kiếm việc làm"
hanhviphaply_hotrothaodoPhadoDoidoi,HanhViPhapLy,"Hỗ trợ để tháo dỡ, phá dỡ, di dời"
hanhviphaply_hotroondinhsanxuatkinhdoanh,HanhViPhapLy,"Hỗ trợ ổn định sản xuất, kinh doanh"
hanhviphaply_hotroondinhdoisong,HanhViPhapLy,Hỗ trợ ổn định đời sống
khainiem_hotroondinhdoisongvasanxuat,KhaiNiem,Hỗ trợ ổn định đời sống và sản xuất
chuthe_hocangheo,ChuThe,hộ cận nghèo
chuthe_hogiadinh,ChuThe,Hộ gia đình
chuthe_hogiadinhlietsi,ChuThe,Hộ gia đình liệt sĩ
chuthe_hogiadinhsudungdat,ChuThe,Hộ gia đình sử dụng đất
chuthe_hogiadinhcanhan,ChuThe,"hộ gia đình, cá nhân"
chuthe_hogiadinh_canhan,ChuThe,"Hộ gia đình, cá nhân"
chuthe_hogiadinhcanhantructiepsanxuatnongnghiep,ChuThe,"Hộ gia đình, cá nhân trực tiếp sản xuất nông nghiệp"
khainiem_hokhauthuongtru,KhaiNiem,Hộ khẩu thường trú
chuthe_hogheo,ChuThe,hộ nghèo
chuthe_hoidongboithuonghotrovataidinhcu,ChuThe,"Hội đồng bồi thường, hỗ trợ và tái định cư"
chuthe_hoidongboithuonghotrotaidinhcu,ChuThe,"Hội đồng bồi thường, hỗ trợ, tái định cư"
chuthe_hoidongnhandancaccap,ChuThe,Hội đồng nhân dân các cấp
chuthe_hdndcungcap,ChuThe,Hội đồng nhân dân cùng cấp
chuthe_hoidongnhandancaptinh,ChuThe,Hội đồng nhân dân cấp tỉnh
chuthe_hoidongndcaptinh,ChuThe,Hội đồng nhân dân cấp tỉnh
chuthe_hdndcapptinh,ChuThe,Hội đồng nhân dân cấp tỉnh
chuthe_hoidoongthamdinh,ChuThe,Hội đồng thẩm định
khainiem_hoidongthamdinhbanggiadat,KhaiNiem,Hội đồng thẩm định bảng giá đất
khainiem_hoidongthamdinhgiadatcuthe,KhaiNiem,Hội đồng thẩm định giá đất cụ thể
hanhviphaply_hopthuadat,HanhViPhapLy,Hợp thửa đất
hanhviphaply_hoptacsanxuatkinhdoanh,HanhViPhapLy,"Hợp tác sản xuất, kinh doanh bằng quyền sử dụng đất"
chuthe_hoptacxa,ChuThe,Hợp tác xã
chuthe_hop_tac_xa,ChuThe,Hợp tác xã
dieukien_hopvesinh,DieuKien,Hợp vệ sinh
hanhviphaply_chothuelai,HanhViPhapLy,Hợp đồng cho thuê lại
khainiem_hopdongthechap,KhaiNiem,hợp đồng thế chấp
hanhviphaply_huygiaychungnhan,HanhViPhapLy,Hủy giấy chứng nhận
hanhviphaply_huyhoaidat,HanhViPhapLy,Hủy hoại đất
hanhviphaply_huyhoidat,HanhViPhapLy,Hủy hoại đất
hanhviphaply_insao,HanhViPhapLy,"in, sao"
hanhviphaply_khaihoangphuchoa,HanhViPhapLy,"Khai hoang, phục hóa, lấn biển, đưa diện tích đất trống, đồi núi trọc, đất có mặt nước hoang hóa vào sử dụng theo quy hoạch, kế hoạch sử dụng đất"
khainiem_khaithackhoangsan,KhaiNiem,khai thác khoáng sản
hanhviphaply_khaitacnguyenlieu,HanhViPhapLy,Khai thác nguyên liệu
hanhviphaply_khaithacsudung,HanhViPhapLy,"khai thác, sử dụng"
dieukien_codudieukien,DieuKien,khi có đủ điều kiện theo quy định của pháp luật về đất đai
hanhviphaply_khieunai,HanhViPhapLy,Khiếu nại
hanhviphaply_khieunaitocao,HanhViPhapLy,"Khiếu nại, tố cáo, khởi kiện về những hành vi vi phạm quyền sử dụng đất hợp pháp của mình và những hành vi khác vi phạm pháp luật về đất đai"
chuthe_kho bạcnhanuoc,ChuThe,Kho bạc nhà nước
khainiem_khodutruquocgia,KhaiNiem,kho dự trữ quốc gia
hanhviphaply_khoanhnuoitaisinh,HanhViPhapLy,khoanh nuôi tái sinh rừng
dieukien_khoan2dieu16,DieuKien,khoản 2 Điều 16 của Luật này
dieukien_khoan3dieu16,DieuKien,khoản 3 Điều 16 của Luật này
chuthe_khubaothue,ChuThe,khu bảo thuế
khainiem_khubaothue,KhaiNiem,khu bảo thuế
chuthe_khuchexuat,ChuThe,khu chế xuất
khainiem_khuchexuat,KhaiNiem,khu chế xuất
chuthe_khuchucnang,ChuThe,khu chức năng
khainiem_khuchucnang,KhaiNiem,khu chức năng
chuthe_khucongnghiep,ChuThe,khu công nghiệp
khainiem_khucongnghiep,KhaiNiem,khu công nghiệp
khainiem_khucongnghecao,KhaiNiem,Khu công nghệ cao
chuthe_khudulich,ChuThe,khu du lịch
khainiem_khudulich,KhaiNiem,khu du lịch
chuthe_khudancu,ChuThe,khu dân cư
khainiem_khudancu,KhaiNiem,khu dân cư
khainiem_khudancunongthon,KhaiNiem,Khu dân cư nông thôn
chuthe_khugiaitri,ChuThe,khu giải trí
khainiem_khugiaitri,KhaiNiem,khu giải trí
chuthe_khuhanhchinh,ChuThe,khu hành chính
khainiem_khuhanhchinh,KhaiNiem,khu hành chính
chuthe_khukinhte,ChuThe,Khu kinh tế
khainiem_khukinhte,KhaiNiem,khu kinh tế
chuthe_khukinhtecuakhau,ChuThe,Khu kinh tế cửa khẩu
chuthe_khuphithuequan,ChuThe,khu phi thuế quan
khainiem_khupithuequan,KhaiNiem,khu phi thuế quan
khainiem_khusanxuatchebiennongsan,KhaiNiem,"khu sản xuất, chế biến nông sản, lâm sản, thủy sản, hải sản tập trung"
khainiem_khutaidinhcutaptrung,KhaiNiem,Khu tái định cư tập trung
khainiem_khuvahoathethao,KhaiNiem,"khu văn hóa, thể thao"
khainiem_khuvuccohànhlangbaoveantoan,KhaiNiem,Khu vực có hành lang bảo vệ an toàn
khainiem_khuvucLanbien,KhaiNiem,Khu vực lấn biển
khainiem_khuvucdatbithoaihoa,KhaiNiem,khu vực đất bị thoái hóa
khainiem_khuvucdatbionhiem,KhaiNiem,khu vực đất bị ô nhiễm
chuthe_khudothi,ChuThe,khu đô thị
khainiem_khudothi,KhaiNiem,khu đô thị
khainiem_khudothimoi,KhaiNiem,khu đô thị mới
khainiem_khudothimoikhudancunongthonmoi,KhaiNiem,"khu đô thị mới, khu dân cư nông thôn mới"
khainiem_khunggiadat,KhaiNiem,Khung giá đất
hanhvi_khuyenkhich,HanhViPhapLy,Khuyến khích
hanhviphaply_khuyenkhichdautu,HanhViPhapLy,Khuyến khích đầu tư
hanhviphaply_khoiphuctinhtrangdat,HanhViPhapLy,khôi phục lại tình trạng của đất trước khi vi phạm
hanhviphaply_khongcungcapthongtindatdai,HanhViPhapLy,Không cung cấp hoặc cung cấp thông tin về đất đai không chính xác theo quy định của pháp luật
hanhviphaply_khongcungcapthongtin,HanhViPhapLy,"Không cung cấp thông tin hoặc cung cấp thông tin đất đai không chính xác, không đáp ứng yêu cầu về thời hạn theo quy định của pháp luật"
dieukien_khongconkhnangtieptucsudung,DieuKien,Không còn khả năng tiếp tục sử dụng
dieukien_khongcogiaytovequyensudungdat,DieuKien,Không có giấy tờ về quyền sử dụng đất
dieukien_khongcapgiaychungnhan,DieuKien,"Không cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất"
hanhviphaply_khonggaythiethaichonguoisudungdat,HanhViPhapLy,Không gây thiệt hại cho người sử dụng đất
dieukien_khonglammatdieuien,DieuKien,Không làm mất đi điều kiện cần thiết để trở lại sử dụng đất vào mục đích chính
dieukien_khonglamthaydoiloaidat,DieuKien,Không làm thay đổi loại đất
dieukien_khonglamanhhuongdenviecsudungdat,DieuKien,Không làm ảnh hưởng đến việc sử dụng đất của các thửa đất liền kề
hanhviphaply_khongngancchanxuly,HanhViPhapLy,"Không ngăn chặn, không xử lý hành vi vi phạm pháp luật về đất đai"
dieukien_khongnhanchuyennhuong,DieuKien,"Không phải là đất nhận chuyển nhượng, nhận tặng cho sau ngày 01 tháng 7 năm 2004"
hanhviphaply_khongsudungdatsudungdatkhongdungmucdich,HanhViPhapLy,"Không sử dụng đất, sử dụng đất không đúng mục đích"
dieukien_khongthutien,DieuKien,không thu tiền sử dụng đất
dieukien_khongthuocthuhoi,DieuKien,Không thuộc trường hợp thu hồi đất quy định tại Điều 81 của Luật này
hanhviphaply_khongthuanhan,HanhViPhapLy,không thừa nhận việc đòi lại đất
hanhviphaply_khongthuchiennghiavu,HanhViPhapLy,Không thực hiện hoặc thực hiện không đầy đủ nghĩa vụ tài chính đối với Nhà nước
hanhviphaply_khongthuchiennghiavutaichinh,HanhViPhapLy,Không thực hiện nghĩa vụ tài chính
hanhviphaply_khongthuchiendung,HanhViPhapLy,Không thực hiện đúng quy định của pháp luật khi thực hiện quyền của người sử dụng đất
hanhviphaply_khongthuchiendungquydinhphapluat,HanhViPhapLy,Không thực hiện đúng quy định của pháp luật khi thực hiện quyền của người sử dụng đất
dieukien_khongviphamphapluatvedatdai,DieuKien,Không vi phạm pháp luật về đất đai
dieukien_khongvipham,DieuKien,"Không vi phạm quy định của pháp luật về đất đai đối với trường hợp đang sử dụng đất do Nhà nước giao đất, cho thuê đất để thực hiện dự án đầu tư khác"
dieukien_khongviphamquydinh,DieuKien,"Không vi phạm quy định của pháp luật về đất đai đối với trường hợp đã được Nhà nước giao đất, cho thuê đất để thực hiện dự án trước đó"
hanhviphaply_khongxamphamquyenloiichhopnguoisudungdat,HanhViPhapLy,"Không xâm phạm quyền, lợi ích hợp pháp của người sử dụng đất liền kề và xung quanh"
hanhviphaply_khongdangkydd,HanhViPhapLy,không đăng ký đất đai
hanhviphaply_khongduadatvaosudung,HanhViPhapLy,Không đưa đất vào sử dụng
dieukien_khonguoctoithuong,DieuKien,Không được bồi thường
hanhviphaply_khonglamdungthuocbaovethucvatphanhoahoc,HanhViPhapLy,"Không được lạm dụng thuốc bảo vệ thực vật, phân hóa học làm ô nhiễm, thoái hóa đất"
dieukien_khongdaugia,DieuKien,Không đấu giá quyền sử dụng đất
hanhviphaply_khongdaugiqsdd,HanhViPhapLy,không đấu giá quyền sử dụng đất
dieukien_khongdauthau,DieuKien,Không đấu thầu lựa chọn nhà đầu tư
hanhviphaply_khongdauthau,HanhViPhapLy,không đấu thầu lựa chọn nhà đầu tư
dieukien_khongduodieukiencapgiaychungnhan,DieuKien,"không đủ điều kiện cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu nhà ở và tài sản khác gắn liền với đất"
dieukien_khonganhhuongdenquocphonganminh,DieuKien,"Không ảnh hưởng đến quốc phòng, an ninh"
hanhviphaply_khaosaidodac,HanhViPhapLy,"Khảo sát, đo đạc"
hanhviphaply_khoikien,HanhViPhapLy,Khởi kiện
khainiem_kinhdoanhvanphong,KhaiNiem,kinh doanh văn phòng
khainiem_kinhphiboithuonghotrotaidinhcu,KhaiNiem,"Kinh phí bồi thường, hỗ trợ, tái định cư"
khainiem_kinhphiboiduonghotrotaidinhcu,KhaiNiem,"Kinh phí bồi thường, hỗ trợ, tái định cư đã ứng trước theo phương án bồi thường, hỗ trợ, tái định cư đã được cơ quan có thẩm quyền phê duyệt mà chưa khấu trừ hết vào tiền sử dụng đất, tiền thuê đất phải nộp"
khainiem_kinhphichohoatdongquyhoach,KhaiNiem,Kinh phí cho hoạt động quy hoạch
khainiem_kinhphilapdieuchinhthamdinhquyetdinhpheduyetcongboquyhoachkehoachsudungdat,KhaiNiem,"Kinh phí lập, điều chỉnh, thẩm định, quyết định, phê duyệt, công bố quy hoạch, kế hoạch sử dụng đất"
khainiem_kinhphixaydung,KhaiNiem,Kinh phí xây dựng
khainiem_kinhtexahoi,KhaiNiem,Kinh tế - xã hội
hanhviphaply_kiennghi,HanhViPhapLy,Kiến nghị
hanhviphaply_kiemkedatdai,HanhViPhapLy,Kiểm kê đất đai
khainiem_kiemkedatdai,KhaiNiem,Kiểm kê đất đai
hanhviphaply_kiemsoatkhuvucdat,HanhViPhapLy,"Kiểm soát các khu vực đất bị thoái hóa, ô nhiễm chưa được bảo vệ, cải tạo, phục hồi"
khainiem_kiemtoannhanuoc,KhaiNiem,Kiểm toán nhà nước
hanhviphaply_kiemtra,HanhViPhapLy,Kiểm tra
khainiem_kiemtrachuyennganhdatdai,KhaiNiem,Kiểm tra chuyên ngành đất đai
hanhviphaply_kiemtraphathiennganchanxuly,HanhViPhapLy,"kiểm tra, phát hiện, ngăn chặn và xử lý kịp thời"
hanhviphaply_kiemtradondochthihanhcongvu,HanhViPhapLy,"kiểm tra, đôn đốc, hướng dẫn việc thi hành công vụ của cán bộ, công chức"
hanhviphaply_keKhaiDangKyDatDai,HanhViPhapLy,Kê khai đăng ký đất đai
hanhviphaply_kyhopdongthuedat,HanhViPhapLy,Ký hợp đồng thuê đất
hanhviphaply_kyquy,HanhViPhapLy,Ký quỹ
dieukien_kyquy,DieuKien,Ký quỹ theo quy định của pháp luật về đầu tư
khainiem_kehoach05nam,KhaiNiem,Kế hoạch 05 năm
khainiem_kehoachphattrienkinhtexahoi,KhaiNiem,Kế hoạch phát triển kinh tế - xã hội
khainiem_kehoachsudungdat,KhaiNiem,Kế hoạch sử dụng đất
khainiem_kếhoachsudungdat,KhaiNiem,kế hoạch sử dụng đất
khainiem_kehoachsdd,KhaiNiem,Kế hoạch sử dụng đất
khainiem_kehachsudungdat,KhaiNiem,kế hoạch sử dụng đất
khainiem_kehoachsudungdatanninh,KhaiNiem,Kế hoạch sử dụng đất an ninh
khainiem_kehoachsudungdatcaphuyen,KhaiNiem,Kế hoạch sử dụng đất cấp huyện
khainiem_kehoachsudungdatcapquocgia,KhaiNiem,Kế hoạch sử dụng đất cấp quốc gia
khainiem_kehoachsudungdatcaptinh,KhaiNiem,kế hoạch sử dụng đất cấp tỉnh
khainiem_kehoachsudungdathangnam,KhaiNiem,Kế hoạch sử dụng đất hàng năm
dieukien_kehoachsudungdathangnam,DieuKien,Kế hoạch sử dụng đất hàng năm của cấp huyện đã được cơ quan nhà nước có thẩm quyền phê duyệt
khainiem_kehoachsudungdathangnamcaphuyen,KhaiNiem,kế hoạch sử dụng đất hằng năm cấp huyện
khainiem_kehoachsudungdatquocgia,KhaiNiem,Kế hoạch sử dụng đất quốc gia
khainiem_kehoachsudungdatquocphong,KhaiNiem,Kế hoạch sử dụng đất quốc phòng
khainiem_kehoachthuhoidat,KhaiNiem,Kế hoạch thu hồi đất
khainiem_kehoachdautucongtrunghan,KhaiNiem,Kế hoạch đầu tư công trung hạn
khainiem_ketcauhagtangkythuatcapquocgia,KhaiNiem,kết cấu hạ tầng kỹ thuật cấp quốc gia
khainiem_ketquagiaiquyetkhieunaitocaovedatdai,KhaiNiem,"Kết quả giải quyết khiếu nại, tố cáo về đất đai"
khainiem_ketquathanhtrakiemtragiaiquyettranhchapdatdai,KhaiNiem,"Kết quả thanh tra, kiểm tra, giải quyết tranh chấp đất đai"
khainiem_ketquathongkekiemkedatdai,KhaiNiem,"Kết quả thống kê, kiểm kê đất đai"
khainiem_ketquaxulyviphamphapluatvedatdai,KhaiNiem,Kết quả xử lý vi phạm pháp luật về đất đai
khainiem_kykehoachsudungdat,KhaiNiem,Kỳ kế hoạch sử dụng đất
khainiem_kyquyhoachsudungdat,KhaiNiem,Kỳ quy hoạch sử dụng đất
chuthe_lienhiephoptacxa,ChuThe,Liên hiệp hợp tác xã
khainiem_loainguoidat,KhaiNiem,Loại đất
khainiem_luat,KhaiNiem,Luật
dieukien_luatcanbo,DieuKien,"Luật cán bộ, công chức"
dieuluat_luatdatdai,KhaiNiem,Luật này
dieukien_luatnaycohieulucthihanh,DieuKien,Luật này có hiệu lực thi hành
khainiem_luatquyhoach,KhaiNiem,Luật Quy hoạch
dieuluat_luatso352018qh14,DieuLuat,Luật số 35/2018/QH14
dieuluat_luatthuesudungdatphinongnghiep,DieuLuat,Luật Thuế sử dụng đất phi nông nghiệp
dieukien_luatdatdai2013,DieuKien,Luật Đất đai số 45/2013/QH13
dieuluat_luatdatdaiso452013qh13,DieuLuat,Luật Đất đai số 45/2013/QH13
hanhviphaply_lambiendangdiadahinh,HanhViPhapLy,Làm biến dạng địa hình
hanhviphaply_lammuoi,HanhViPhapLy,Làm muối
hanhviphaply_lammauoi,HanhViPhapLy,Làm muối
khainiem_lammuoi,KhaiNiem,làm muối
hanhviphaply_lamthucthuchienquyennguoisudungdat,HanhViPhapLy,làm thủ tục thực hiện quyền của người sử dụng đất
khainiem_langnghe,KhaiNiem,làng nghề
chuthe_lanhdaocacphongbantochuc,ChuThe,"lãnh đạo các phòng ban, tổ chức"
hanhviphaply_luugiu,HanhViPhapLy,lưu giữ
hanhviphaply_lurutruhosotailieu,HanhViPhapLy,"Lưu trữ hồ sơ, tài liệu về kết quả tư vấn xác định giá đất"
hanhviphaply_landat,HanhViPhapLy,Lấn đất
hanhviphaply_landatchiemdat,HanhViPhapLy,"Lấn đất, chiếm đất"
hanhviphaply_lanchiemdat,HanhViPhapLy,"Lấn, chiếm đất"
hanhviphaply_lanchiemhuyhoaidatdai,HanhViPhapLy,"Lấn, chiếm, hủy hoại đất đai"
hanhviphaply_layykien,HanhViPhapLy,"Lấy ý kiến về quy hoạch, kế hoạch sử dụng đất"
hanhviphaply_lapbaocaoketqua,HanhViPhapLy,"Lập báo cáo kết quả thực hiện bảo vệ, cải tạo, phục hồi đất"
hanhviphaply_lapbandokhuvuc,HanhViPhapLy,"Lập bản đồ các khu vực đất đã thực hiện bảo vệ, cải tạo, phục hồi đất"
hanhviphaply_lapbandohientrangsd,HanhViPhapLy,Lập bản đồ hiện trạng sử dụng đất
hanhviphaply_lapbandohanhchinh,HanhViPhapLy,Lập bản đồ hành chính
hanhviphaply_lapbandoquyhoachsd,HanhViPhapLy,Lập bản đồ quy hoạch sử dụng đất
hanhviphaply_lapbandodiachinh,HanhViPhapLy,Lập bản đồ địa chính
hanhviphaply_laphosotrinhubnd,HanhViPhapLy,Lập hồ sơ trình Ủy ban nhân dân cấp có thẩm quyền
hanhviphaply_lapkehoach,HanhViPhapLy,"Lập kế hoạch và lộ trình thực hiện bảo vệ, cải tạo, phục hồi đất"
hanhviphaply_lapphuongansudungdat,HanhViPhapLy,Lập phương án sử dụng đất
hanhviphaply_lapquyhoach,HanhViPhapLy,"lập quy hoạch, kế hoạch sử dụng đất"
hanhviphaply_lqvqlhsdiagioihanhchinh,HanhViPhapLy,Lập và quản lý hồ sơ địa giới hành chính
hanhviphaply_lapvathuchienduantaidinhcu,HanhViPhapLy,Lập và thực hiện dự án tái định cư
hanhviphaply_lapthamdinhpheduyetphuongansudungdat,HanhViPhapLy,"lập, thẩm định, phê duyệt phương án sử dụng đất"
khainiem_lapduongdaytaidien,KhaiNiem,"Lắp đường dây tải điện, thông tin liên lạc"
hanhviphaply_loidungchucvu,HanhViPhapLy,"Lợi dụng chức vụ, quyền hạn để làm trái quy định của pháp luật về quản lý đất đai"
hanhviphaply_loidungchucvuquyenhan,HanhViPhapLy,"Lợi dụng hoặc lạm dụng chức vụ, quyền hạn"
kha niệm_loiichquocgiacongcong,KhaiNiem,"lợi ích quốc gia, công cộng"
khainiem_loiichquocgiacongcong,KhaiNiem,"lợi ích quốc gia, công cộng"
hanhviphaply_luachontuvanlapquyhoach,HanhViPhapLy,Lựa chọn tư vấn lập quy hoạch
chuthe_lucluongcongan,ChuThe,lực lượng Công an nhân dân
khainiem_mieu,KhaiNiem,miếu
hanhviphaply_mien_giam_tien_su_dung_dat,HanhViPhapLy,"Miễn, giảm tiền sử dụng đất"
hanhviphaply_muabannhanchuyennhuongcophan,HanhViPhapLy,"Mua, bán, nhận chuyển nhượng cổ phần"
khainiem_moitruong,KhaiNiem,Môi trường
chuthe_mattrotoquocvietnam,ChuThe,Mặt trận Tổ quốc Việt Nam
chuthe_matrantochocvietnam,ChuThe,Mặt trận Tổ quốc Việt Nam
chuthe_matrantochucvietnam,ChuThe,Mặt trận Tổ quốc Việt Nam
hanhviphaply_morong,HanhViPhapLy,mở rộng
hanhviphaply_morongkhukinhote,HanhViPhapLy,mở rộng khu kinh tế
khainiem_mucdich,KhaiNiem,mục đích
khainiem_mucdichconich,KhaiNiem,Mục đích công ích
khainiem_mucdichcongich,KhaiNiem,mục đích công ích
dieukien_mu đíchquocphongan ninh,DieuKien,"mục đích quốc phòng, an ninh"
khainiem_muctichquocphonganinh,KhaiNiem,"mục đích quốc phòng, an ninh"
khainiem_mucchichquocphonganinh,KhaiNiem,"mục đích quốc phòng, an ninh"
khainiem_mucdichquocphongan ninh,KhaiNiem,"mục đích quốc phòng, an ninh"
khainiem_mucdichquocphonganinh,KhaiNiem,"Mục đích quốc phòng, an ninh"
dieukien_mucdichsudung,DieuKien,mục đích sử dụng
khainiem_mucdichsudungdat,KhaiNiem,Mục đích sử dụng đất
hanhviphaply_nghiemcamvieclapnghiatrangnghiadiatrai,HanhViPhapLy,"Nghiêm cấm việc lập nghĩa trang, nghĩa địa trái với quy hoạch, kế hoạch sử dụng đất đã được cơ quan nhà nước có thẩm quyền phê duyệt"
hanhviphaply_nghiencuukhoahoc,HanhViPhapLy,Nghiên cứu khoa học
khainiem_nghiatrangnghiadia,KhaiNiem,"nghĩa trang, nghĩa địa"
khainiem_nghiavu,KhaiNiem,nghĩa vụ
khainiem_nghiavuchung,KhaiNiem,Nghĩa vụ chung
khainiem_nghiavucongdan,KhaiNiem,Nghĩa vụ của công dân
khainiem_nghiavutaichinh,KhaiNiem,Nghĩa vụ tài chính
hanhviphaply_nghiduong,HanhViPhapLy,Nghỉ dưỡng
khainiem_nghiquyet,KhaiNiem,Nghị quyết
dieuluat_nghiquyetsocuaso612022qh15,DieuLuat,Nghị quyết số 61/2022/QH15
kha niệm_nguyentaccuongchethuchienquyetdinhkiemdembatbuoc,KhaiNiem,Nguyên tắc cưỡng chế thực hiện quyết định kiểm đếm bắt buộc
khainiem_nguyentacsudungdat,KhaiNiem,Nguyên tắc sử dụng đất
khainiem_nguyentacthitruong,KhaiNiem,Nguyên tắc thị trường
khainiem_nguyentacthucthuthutuchinhveđatdai,KhaiNiem,Nguyên tắc thực hiện thủ tục hành chính về đất đai
khainiem_nguyentacdieutra,KhaiNiem,"Nguyên tắc điều tra, đánh giá đất đai"
khainiem_nguongocsudungdat,KhaiNiem,nguồn gốc sử dụng đất
khainiem_vonoda,KhaiNiem,nguồn vốn hỗ trợ phát triển chính thức (ODA)
chuthe_nganh,ChuThe,ngành
chuthe_nganhangchinhsach,ChuThe,ngân hàng chính sách
chuthe_nganhangthuongmai,ChuThe,ngân hàng thương mại do Nhà nước nắm giữ cổ phần chi phối
chuthe_ngansachnhanuoc,ChuThe,Ngân sách nhà nước
chuthe_ngansachtrung,ChuThe,Ngân sách trung ương
chuthe_ngansachdia,ChuThe,Ngân sách địa phương
chuthe_nguoibicuongche,ChuThe,Người bị cưỡng chế
dieukien_nguoibicuongchenhanduocquyetdinh,DieuKien,Người bị cưỡng chế đã nhận được quyết định cưỡng chế thực hiện quyết định kiểm đếm bắt buộc có hiệu lực thi hành
dieu_8_2013,DieuLuat,Người chịu trách nhiệm trước Nhà nước đối với đất được giao để quản lý
chuthe_nguoicochungquyensudungdat,ChuThe,Người có chung quyền sử dụng đất
chuthe_nguoicongvoicachmang,ChuThe,người có công với cách mạng
chuthe_nguoicocongvoicachmang,ChuThe,Người có công với cách mạng
chuthe_nguoicohanhvivipham,ChuThe,Người có hành vi vi phạm pháp luật
chuthe_nguoicohanhvi,ChuThe,Người có hành vi vi phạm pháp luật về đất đai
chuthe_nguoicohanhviviphamphapluat,ChuThe,Người có hành vi vi phạm pháp luật về đất đai
chuthe_nguoic nhuucausudungdat,ChuThe,người có nhu cầu sử dụng đất
chuthe_nguoicoquyenloivanghiavuvienquan,ChuThe,người có quyền lợi và nghĩa vụ liên quan
chuthe_nguoicoquyenloivaonghialienquan,ChuThe,Người có quyền lợi và nghĩa vụ liên quan
chuthe_nguoicoquyenloiva Nghĩa vụlienquan,ChuThe,Người có quyền lợi và nghĩa vụ liên quan đến sử dụng đất
chuthe_nguoicosohuu_nhacao,ChuThe,người có quyền sở hữu nhà ở
chuthe_nguoicosohuu_taisan,ChuThe,người có quyền sở hữu tài sản
chuthe_nguoicoquyensudungdat,ChuThe,người có quyền sử dụng đất
chuthe_nguoicoquyen,ChuThe,"người có quyền sử dụng đất, quyền sở hữu nhà ở, quyền sở hữu công trình xây dựng gắn liền với đất"
chuthe_nguoicoquyenvanghiavuliênquanđensudungdat,ChuThe,Người có quyền và nghĩa vụ liên quan đến sử dụng đất
chuthe_nguoicothamquyen,ChuThe,Người có thẩm quyền
chuthe_nguoicotaisan,ChuThe,Người có tài sản
chuthe_nguoicodat,ChuThe,người có đất thu hồi
